W0621 18:46:18.290000 359090 torch/distributed/run.py:791] 
W0621 18:46:18.290000 359090 torch/distributed/run.py:791] *****************************************
W0621 18:46:18.290000 359090 torch/distributed/run.py:791] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0621 18:46:18.290000 359090 torch/distributed/run.py:791] *****************************************
Total desired batch size: 524,288
=> calculated gradient accumulation steps: 1
found 99 shards for split train
found 1 shards for split val
Total parameters: 124,475,904
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
using fused AdamW: True
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
using fused AdamW: True
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
using fused AdamW: True
num of decayed parameter tensors: 74, with 124354560 total parameters
num of decayed parameter tensors: 74, with 124354560 total parametersnum of non-decayed parameter tensors: 122, with 121344 total parameters

num of non-decayed parameter tensors: 122, with 121344 total parameters
using fused AdamW: True
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
using fused AdamW: True
using fused AdamW: True
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
using fused AdamW: Trueusing fused AdamW: True

wandb: Currently logged in as: arinjay-singh (arinjay-singh-northeastern-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.20.1
wandb: Run data is saved locally in /home/ubuntu/llm/wandb/run-20250621_184634-by6p52jo
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run wise-sponge-4
wandb: ⭐️ View project at https://wandb.ai/arinjay-singh-northeastern-university/gpt2-pretraining
wandb: 🚀 View run at https://wandb.ai/arinjay-singh-northeastern-university/gpt2-pretraining/runs/by6p52jo
Wandb logging initialized
Validation loss at step 0: 10.961261749267578
Step 0: loss=10.9660, lr=0.000024, tokens/sec=20918.23, grad_norm=2.8407, duration=25.06s
Step 56: loss=8.6005, lr=0.000029, tokens/sec=1403239.26, grad_norm=1.5419, duration=0.37s
Step 57: loss=8.5885, lr=0.000029, tokens/sec=1403948.80, grad_norm=1.5206, duration=0.37s
Step 58: loss=8.5489, lr=0.000029, tokens/sec=1403698.76, grad_norm=1.5266, duration=0.37s
Step 59: loss=8.5291, lr=0.000030, tokens/sec=1397351.51, grad_norm=1.5369, duration=0.38s
Step 60: loss=8.5223, lr=0.000030, tokens/sec=1400749.00, grad_norm=1.5183, duration=0.37s
Step 61: loss=8.5238, lr=0.000030, tokens/sec=1402857.91, grad_norm=1.5031, duration=0.37s
Step 62: loss=8.4505, lr=0.000030, tokens/sec=1400069.43, grad_norm=1.5329, duration=0.37s
Step 63: loss=8.4272, lr=0.000030, tokens/sec=1402148.57, grad_norm=1.5048, duration=0.37s
Step 64: loss=8.4018, lr=0.000031, tokens/sec=1397066.54, grad_norm=1.4838, duration=0.38s
Step 65: loss=8.4021, lr=0.000031, tokens/sec=1396566.13, grad_norm=1.4733, duration=0.38s
Step 66: loss=8.3597, lr=0.000031, tokens/sec=1398242.68, grad_norm=1.4456, duration=0.37s
Step 67: loss=8.3605, lr=0.000031, tokens/sec=1396808.31, grad_norm=1.3903, duration=0.38s
Step 68: loss=8.3395, lr=0.000031, tokens/sec=1401063.15, grad_norm=1.3695, duration=0.37s
Step 69: loss=8.2719, lr=0.000032, tokens/sec=1401873.26, grad_norm=1.4107, duration=0.37s
Step 70: loss=8.2391, lr=0.000032, tokens/sec=1398834.16, grad_norm=1.3738, duration=0.37s
Step 71: loss=8.2592, lr=0.000032, tokens/sec=1399565.09, grad_norm=1.3051, duration=0.37s
Step 72: loss=8.2006, lr=0.000032, tokens/sec=1402291.63, grad_norm=1.3177, duration=0.37s
Step 73: loss=8.1803, lr=0.000033, tokens/sec=1398108.44, grad_norm=1.3303, duration=0.37s
Step 74: loss=8.1421, lr=0.000033, tokens/sec=1395664.70, grad_norm=1.3077, duration=0.38s
Step 75: loss=8.1557, lr=0.000033, tokens/sec=1399936.63, grad_norm=1.2984, duration=0.37s
Step 76: loss=8.1040, lr=0.000033, tokens/sec=1397505.14, grad_norm=1.3074, duration=0.38s
Step 77: loss=8.1189, lr=0.000033, tokens/sec=1397688.12, grad_norm=1.2685, duration=0.38s
Step 78: loss=8.0845, lr=0.000034, tokens/sec=1387381.50, grad_norm=1.2655, duration=0.38s
Step 79: loss=8.0518, lr=0.000034, tokens/sec=1396997.32, grad_norm=1.2711, duration=0.38s
Step 80: loss=8.0232, lr=0.000034, tokens/sec=1399319.28, grad_norm=1.2617, duration=0.37s
Step 81: loss=8.0302, lr=0.000034, tokens/sec=1394619.36, grad_norm=1.2122, duration=0.38s
Step 82: loss=7.9857, lr=0.000035, tokens/sec=1395327.29, grad_norm=1.2166, duration=0.38s
Step 83: loss=7.9436, lr=0.000035, tokens/sec=1396785.24, grad_norm=1.2181, duration=0.38s
Step 84: loss=7.9423, lr=0.000035, tokens/sec=1397067.43, grad_norm=1.1742, duration=0.38s
Step 85: loss=7.9071, lr=0.000036, tokens/sec=1397271.60, grad_norm=1.1694, duration=0.38s
Step 86: loss=7.9011, lr=0.000036, tokens/sec=1391924.30, grad_norm=1.1276, duration=0.38s
Step 87: loss=7.8952, lr=0.000036, tokens/sec=1394292.18, grad_norm=1.1175, duration=0.38s
Step 88: loss=7.8816, lr=0.000036, tokens/sec=1397825.83, grad_norm=1.1003, duration=0.38s
Step 89: loss=7.9068, lr=0.000037, tokens/sec=1390112.58, grad_norm=1.0691, duration=0.38s
Step 90: loss=7.8319, lr=0.000037, tokens/sec=1389270.36, grad_norm=1.0709, duration=0.38s
Step 91: loss=7.8208, lr=0.000037, tokens/sec=1392285.63, grad_norm=1.0359, duration=0.38s
Step 92: loss=7.8298, lr=0.000037, tokens/sec=1390905.67, grad_norm=1.0193, duration=0.38s
Step 93: loss=7.8690, lr=0.000038, tokens/sec=1389128.18, grad_norm=0.9713, duration=0.38s
Step 94: loss=7.8650, lr=0.000038, tokens/sec=1396222.97, grad_norm=0.9689, duration=0.38s
Step 95: loss=7.8564, lr=0.000038, tokens/sec=1391004.21, grad_norm=0.9424, duration=0.38s
Step 96: loss=7.8178, lr=0.000039, tokens/sec=1394283.34, grad_norm=0.9379, duration=0.38s
Step 97: loss=7.7682, lr=0.000039, tokens/sec=1394441.60, grad_norm=0.9470, duration=0.38s
Step 98: loss=7.7818, lr=0.000039, tokens/sec=1393336.30, grad_norm=0.9268, duration=0.38s
Step 99: loss=7.7369, lr=0.000040, tokens/sec=1393209.18, grad_norm=0.9008, duration=0.38s
Step 100/19073 (0.5%), Elapsed time: 62.45s, Steps per hour: 5764.17, Estimated hours remaining: 3.29
Step 100: loss=7.7795, lr=0.000040, tokens/sec=1388009.38, grad_norm=0.8221, duration=0.38s
Step 101: loss=7.7193, lr=0.000040, tokens/sec=1387660.78, grad_norm=0.8404, duration=0.38s
Step 102: loss=7.7017, lr=0.000040, tokens/sec=1386934.36, grad_norm=0.8159, duration=0.38s
Step 103: loss=7.6090, lr=0.000041, tokens/sec=1388742.19, grad_norm=0.8400, duration=0.38s
Step 104: loss=7.6791, lr=0.000041, tokens/sec=1388871.12, grad_norm=0.7967, duration=0.38s
Step 105: loss=7.6880, lr=0.000041, tokens/sec=1390654.98, grad_norm=0.7672, duration=0.38s
Step 106: loss=7.6324, lr=0.000042, tokens/sec=1389771.70, grad_norm=0.8048, duration=0.38s
Step 107: loss=7.5943, lr=0.000042, tokens/sec=1387251.09, grad_norm=0.7717, duration=0.38s
Step 108: loss=7.6321, lr=0.000042, tokens/sec=1388884.28, grad_norm=0.6935, duration=0.38s
Step 109: loss=7.6510, lr=0.000043, tokens/sec=1389009.73, grad_norm=0.6509, duration=0.38s
Step 110: loss=7.5785, lr=0.000043, tokens/sec=1387209.96, grad_norm=0.6689, duration=0.38s
Step 111: loss=7.5633, lr=0.000043, tokens/sec=1380339.66, grad_norm=0.6751, duration=0.38s
Step 112: loss=7.5294, lr=0.000044, tokens/sec=1385486.41, grad_norm=0.6842, duration=0.38s
Step 113: loss=7.5788, lr=0.000044, tokens/sec=1384517.28, grad_norm=0.6555, duration=0.38s
Step 114: loss=7.5682, lr=0.000044, tokens/sec=1381217.93, grad_norm=0.6181, duration=0.38s
Step 115: loss=7.5351, lr=0.000045, tokens/sec=1387021.84, grad_norm=0.6119, duration=0.38s
Step 116: loss=7.4632, lr=0.000045, tokens/sec=1382616.10, grad_norm=0.6229, duration=0.38s
Step 117: loss=7.3831, lr=0.000046, tokens/sec=1385571.09, grad_norm=0.6487, duration=0.38s
Step 118: loss=7.4132, lr=0.000046, tokens/sec=1386717.45, grad_norm=0.6299, duration=0.38s
Step 119: loss=7.4519, lr=0.000046, tokens/sec=1387312.35, grad_norm=0.5472, duration=0.38s
Step 120: loss=7.4094, lr=0.000047, tokens/sec=1387029.71, grad_norm=0.5508, duration=0.38s
Step 121: loss=7.3978, lr=0.000047, tokens/sec=1387495.29, grad_norm=0.5329, duration=0.38s
Step 122: loss=7.3802, lr=0.000047, tokens/sec=1383833.33, grad_norm=0.5626, duration=0.38s
Step 123: loss=7.3629, lr=0.000048, tokens/sec=1389711.10, grad_norm=0.5329, duration=0.38s
Step 124: loss=7.3826, lr=0.000048, tokens/sec=1379921.29, grad_norm=0.4823, duration=0.38s
Step 125: loss=7.3662, lr=0.000049, tokens/sec=1383884.71, grad_norm=0.4649, duration=0.38s
Step 126: loss=7.3623, lr=0.000049, tokens/sec=1386275.11, grad_norm=0.4783, duration=0.38s
Step 127: loss=7.3147, lr=0.000049, tokens/sec=1382425.75, grad_norm=0.4860, duration=0.38s
Step 128: loss=7.2863, lr=0.000050, tokens/sec=1385765.81, grad_norm=0.4729, duration=0.38s
Step 129: loss=7.2655, lr=0.000050, tokens/sec=1384786.69, grad_norm=0.4665, duration=0.38s
Step 130: loss=7.3192, lr=0.000050, tokens/sec=1381922.74, grad_norm=0.4214, duration=0.38s
Step 131: loss=7.2768, lr=0.000051, tokens/sec=1384098.99, grad_norm=0.4029, duration=0.38s
Step 132: loss=7.2775, lr=0.000051, tokens/sec=1385695.07, grad_norm=0.4341, duration=0.38s
Step 133: loss=7.1884, lr=0.000052, tokens/sec=1385509.11, grad_norm=0.4388, duration=0.38s
Step 134: loss=7.1856, lr=0.000052, tokens/sec=1383012.62, grad_norm=0.4674, duration=0.38s
Step 135: loss=7.2597, lr=0.000052, tokens/sec=1384902.68, grad_norm=0.3804, duration=0.38s
Step 136: loss=7.2347, lr=0.000053, tokens/sec=1386255.01, grad_norm=0.3944, duration=0.38s
Step 137: loss=7.2508, lr=0.000053, tokens/sec=1383929.13, grad_norm=0.3251, duration=0.38s
Step 138: loss=7.1867, lr=0.000054, tokens/sec=1381652.71, grad_norm=0.3770, duration=0.38s
Step 139: loss=7.2549, lr=0.000054, tokens/sec=1382683.04, grad_norm=0.4050, duration=0.38s
Step 140: loss=7.3457, lr=0.000055, tokens/sec=1384275.86, grad_norm=0.3148, duration=0.38s
Step 141: loss=7.2359, lr=0.000055, tokens/sec=1385636.57, grad_norm=0.3286, duration=0.38s
Step 142: loss=7.3019, lr=0.000055, tokens/sec=1378932.25, grad_norm=0.3484, duration=0.38s
Step 143: loss=7.2354, lr=0.000056, tokens/sec=1353817.43, grad_norm=0.3129, duration=0.39s
Step 144: loss=7.2395, lr=0.000056, tokens/sec=1387828.05, grad_norm=0.3245, duration=0.38s
Step 145: loss=7.2397, lr=0.000057, tokens/sec=1386130.06, grad_norm=0.2883, duration=0.38s
Step 146: loss=7.2365, lr=0.000057, tokens/sec=1383329.30, grad_norm=0.3392, duration=0.38s
Step 147: loss=7.2291, lr=0.000058, tokens/sec=1385798.99, grad_norm=0.2830, duration=0.38s
Step 148: loss=7.2222, lr=0.000058, tokens/sec=1382341.45, grad_norm=0.2928, duration=0.38s
Step 149: loss=7.2252, lr=0.000059, tokens/sec=1383006.53, grad_norm=0.2698, duration=0.38s
Step 150: loss=7.2119, lr=0.000059, tokens/sec=1384275.86, grad_norm=0.2553, duration=0.38s
Step 151: loss=7.1337, lr=0.000059, tokens/sec=1385735.24, grad_norm=0.3034, duration=0.38s
Step 152: loss=7.1500, lr=0.000060, tokens/sec=1386028.71, grad_norm=0.2994, duration=0.38s
Step 153: loss=7.2254, lr=0.000060, tokens/sec=1383647.87, grad_norm=0.3181, duration=0.38s
Step 154: loss=7.1247, lr=0.000061, tokens/sec=1388375.68, grad_norm=0.2898, duration=0.38s
Step 155: loss=7.0844, lr=0.000061, tokens/sec=1384553.02, grad_norm=0.3455, duration=0.38s
Step 156: loss=7.1626, lr=0.000062, tokens/sec=1381957.48, grad_norm=0.2855, duration=0.38s
Step 157: loss=7.1947, lr=0.000062, tokens/sec=1381152.87, grad_norm=0.3389, duration=0.38s
Step 158: loss=7.1676, lr=0.000063, tokens/sec=1382623.06, grad_norm=0.3263, duration=0.38s
Step 159: loss=7.1015, lr=0.000063, tokens/sec=1381633.61, grad_norm=0.2980, duration=0.38s
Step 160: loss=7.0512, lr=0.000064, tokens/sec=1382137.28, grad_norm=0.3163, duration=0.38s
Step 161: loss=7.1213, lr=0.000064, tokens/sec=1386234.91, grad_norm=0.3081, duration=0.38s
Step 162: loss=7.0204, lr=0.000065, tokens/sec=1379935.15, grad_norm=0.3070, duration=0.38s
Step 163: loss=6.9777, lr=0.000065, tokens/sec=1382126.85, grad_norm=0.2491, duration=0.38s
Step 164: loss=7.0234, lr=0.000066, tokens/sec=1378882.97, grad_norm=0.2704, duration=0.38s
Step 165: loss=7.0425, lr=0.000066, tokens/sec=1381526.85, grad_norm=0.3097, duration=0.38s
Step 166: loss=6.8907, lr=0.000067, tokens/sec=1384588.76, grad_norm=0.3809, duration=0.38s
Step 167: loss=6.9758, lr=0.000067, tokens/sec=1377543.25, grad_norm=0.3241, duration=0.38s
Step 168: loss=6.9441, lr=0.000068, tokens/sec=1383424.16, grad_norm=0.2744, duration=0.38s
Step 169: loss=6.9931, lr=0.000068, tokens/sec=1378663.39, grad_norm=0.4328, duration=0.38s
Step 170: loss=6.9552, lr=0.000069, tokens/sec=1379475.49, grad_norm=0.2646, duration=0.38s
Step 171: loss=6.9764, lr=0.000069, tokens/sec=1384835.52, grad_norm=0.3271, duration=0.38s
Step 172: loss=6.9717, lr=0.000070, tokens/sec=1379732.55, grad_norm=0.2706, duration=0.38s
Step 173: loss=6.9065, lr=0.000070, tokens/sec=1381145.06, grad_norm=0.2604, duration=0.38s
Step 174: loss=6.8845, lr=0.000071, tokens/sec=1384247.98, grad_norm=0.2264, duration=0.38s
Step 175: loss=6.9530, lr=0.000071, tokens/sec=1382025.22, grad_norm=0.2770, duration=0.38s
Step 176: loss=6.8892, lr=0.000072, tokens/sec=1380406.38, grad_norm=0.2515, duration=0.38s
Step 177: loss=6.9130, lr=0.000072, tokens/sec=1384099.86, grad_norm=0.2631, duration=0.38s
Step 178: loss=6.8540, lr=0.000073, tokens/sec=1380937.77, grad_norm=0.2601, duration=0.38s
Step 179: loss=6.8310, lr=0.000073, tokens/sec=1379794.88, grad_norm=0.3092, duration=0.38s
Step 180: loss=6.8207, lr=0.000074, tokens/sec=1386718.33, grad_norm=0.2093, duration=0.38s
Step 181: loss=6.8540, lr=0.000074, tokens/sec=1381470.43, grad_norm=0.2631, duration=0.38s
Step 182: loss=6.8403, lr=0.000075, tokens/sec=1382395.33, grad_norm=0.2403, duration=0.38s
Step 183: loss=6.8312, lr=0.000075, tokens/sec=1380956.85, grad_norm=0.2163, duration=0.38s
Step 184: loss=6.8426, lr=0.000076, tokens/sec=1383288.40, grad_norm=0.2756, duration=0.38s
Step 185: loss=6.8903, lr=0.000077, tokens/sec=1381624.06, grad_norm=0.2869, duration=0.38s
Step 186: loss=6.9041, lr=0.000077, tokens/sec=1380554.57, grad_norm=0.2354, duration=0.38s
Step 187: loss=6.9668, lr=0.000078, tokens/sec=1382446.61, grad_norm=0.2885, duration=0.38s
Step 188: loss=6.9212, lr=0.000078, tokens/sec=1384256.69, grad_norm=0.2559, duration=0.38s
Step 189: loss=6.8687, lr=0.000079, tokens/sec=1385257.75, grad_norm=0.2988, duration=0.38s
Step 190: loss=6.9253, lr=0.000079, tokens/sec=1382002.64, grad_norm=0.2962, duration=0.38s
Step 191: loss=6.9347, lr=0.000080, tokens/sec=1380236.56, grad_norm=0.3485, duration=0.38s
Step 192: loss=6.8797, lr=0.000080, tokens/sec=1383488.57, grad_norm=0.2454, duration=0.38s
Step 193: loss=6.8422, lr=0.000081, tokens/sec=1383802.85, grad_norm=0.3259, duration=0.38s
Step 194: loss=6.9004, lr=0.000082, tokens/sec=1382180.71, grad_norm=0.2281, duration=0.38s
Step 195: loss=6.8656, lr=0.000082, tokens/sec=1381997.43, grad_norm=0.3990, duration=0.38s
Step 196: loss=6.9095, lr=0.000083, tokens/sec=1378634.87, grad_norm=0.4043, duration=0.38s
Step 197: loss=6.8810, lr=0.000083, tokens/sec=1383693.14, grad_norm=0.2681, duration=0.38s
Step 198: loss=6.8604, lr=0.000084, tokens/sec=1380738.34, grad_norm=0.4541, duration=0.38s
Step 199: loss=6.7983, lr=0.000084, tokens/sec=1379459.91, grad_norm=0.3118, duration=0.38s
Step 200/19073 (1.0%), Elapsed time: 100.45s, Steps per hour: 7167.74, Estimated hours remaining: 2.63
Step 200: loss=6.8219, lr=0.000085, tokens/sec=1381126.84, grad_norm=0.3648, duration=0.38s
Step 201: loss=6.8219, lr=0.000086, tokens/sec=1385072.77, grad_norm=0.2490, duration=0.38s
Step 202: loss=6.8444, lr=0.000086, tokens/sec=1381868.03, grad_norm=0.4115, duration=0.38s
Step 203: loss=6.7376, lr=0.000087, tokens/sec=1379529.14, grad_norm=0.2981, duration=0.38s
Step 204: loss=6.7304, lr=0.000087, tokens/sec=1384302.87, grad_norm=0.3274, duration=0.38s
Step 205: loss=6.7746, lr=0.000088, tokens/sec=1382105.14, grad_norm=0.4124, duration=0.38s
Step 206: loss=6.7828, lr=0.000089, tokens/sec=1381325.52, grad_norm=0.2465, duration=0.38s
Step 207: loss=6.9406, lr=0.000089, tokens/sec=1380618.71, grad_norm=0.3857, duration=0.38s
Step 208: loss=6.7875, lr=0.000090, tokens/sec=1377394.84, grad_norm=0.3075, duration=0.38s
Step 209: loss=6.9667, lr=0.000090, tokens/sec=1380310.20, grad_norm=0.6411, duration=0.38s
Step 210: loss=6.7713, lr=0.000091, tokens/sec=1381277.79, grad_norm=0.3708, duration=0.38s
Step 211: loss=6.7241, lr=0.000092, tokens/sec=1377815.99, grad_norm=0.3693, duration=0.38s
Step 212: loss=6.7121, lr=0.000092, tokens/sec=1381063.52, grad_norm=0.2965, duration=0.38s
Step 213: loss=6.7396, lr=0.000093, tokens/sec=1381702.19, grad_norm=0.4298, duration=0.38s
Step 214: loss=6.6368, lr=0.000093, tokens/sec=1379505.78, grad_norm=0.3034, duration=0.38s
Step 215: loss=6.5950, lr=0.000094, tokens/sec=1384060.66, grad_norm=0.3739, duration=0.38s
Step 216: loss=6.6438, lr=0.000095, tokens/sec=1377706.36, grad_norm=0.3280, duration=0.38s
Step 217: loss=6.5770, lr=0.000095, tokens/sec=1378970.30, grad_norm=0.3976, duration=0.38s
Step 218: loss=6.5902, lr=0.000096, tokens/sec=1379550.78, grad_norm=0.2924, duration=0.38s
Step 219: loss=6.5605, lr=0.000097, tokens/sec=1382518.74, grad_norm=0.3372, duration=0.38s
