W0621 18:05:35.616000 17871 torch/distributed/run.py:791] 
W0621 18:05:35.616000 17871 torch/distributed/run.py:791] *****************************************
W0621 18:05:35.616000 17871 torch/distributed/run.py:791] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0621 18:05:35.616000 17871 torch/distributed/run.py:791] *****************************************
Total desired batch size: 524,288
=> calculated gradient accumulation steps: 1
found 99 shards for split train
found 1 shards for split val
Total parameters: 124,475,904
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
using fused AdamW: True
using fused AdamW: True
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
using fused AdamW: True
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
using fused AdamW: True
using fused AdamW: True
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
using fused AdamW: True
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
using fused AdamW: True
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
using fused AdamW: True
wandb: Currently logged in as: arinjay-singh (arinjay-singh-northeastern-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.20.1
wandb: Run data is saved locally in /home/ubuntu/llm/wandb/run-20250621_180551-k1h7rjd0
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run restful-haze-3
wandb: ⭐️ View project at https://wandb.ai/arinjay-singh-northeastern-university/gpt2-pretraining
wandb: 🚀 View run at https://wandb.ai/arinjay-singh-northeastern-university/gpt2-pretraining/runs/k1h7rjd0
Wandb logging initialized
Validation loss at step 0: 10.961261749267578
Step 0: loss=10.9660, lr=0.000024, tokens/sec=8613.95, grad_norm=2.8407, duration=60.87s
Step 47: loss=8.7809, lr=0.000028, tokens/sec=1405755.45, grad_norm=1.7004, duration=0.37s
Step 48: loss=8.7735, lr=0.000028, tokens/sec=1401503.37, grad_norm=1.6647, duration=0.37s
Step 49: loss=8.7190, lr=0.000028, tokens/sec=1401699.91, grad_norm=1.6893, duration=0.37s
Step 50: loss=8.7371, lr=0.000028, tokens/sec=1400814.14, grad_norm=1.6278, duration=0.37s
Step 51: loss=8.6972, lr=0.000028, tokens/sec=1393901.54, grad_norm=1.6305, duration=0.38s
Step 52: loss=8.6761, lr=0.000028, tokens/sec=1397475.84, grad_norm=1.5979, duration=0.38s
Step 53: loss=8.6423, lr=0.000029, tokens/sec=1398083.56, grad_norm=1.5968, duration=0.38s
Step 54: loss=8.6527, lr=0.000029, tokens/sec=1396043.03, grad_norm=1.5463, duration=0.38s
Step 55: loss=8.6232, lr=0.000029, tokens/sec=1397782.30, grad_norm=1.5539, duration=0.38s
Step 56: loss=8.6005, lr=0.000029, tokens/sec=1394802.47, grad_norm=1.5419, duration=0.38s
Step 57: loss=8.5885, lr=0.000029, tokens/sec=1394445.14, grad_norm=1.5206, duration=0.38s
Step 58: loss=8.5489, lr=0.000029, tokens/sec=1395761.26, grad_norm=1.5266, duration=0.38s
Step 59: loss=8.5291, lr=0.000030, tokens/sec=1397908.47, grad_norm=1.5369, duration=0.38s
Step 60: loss=8.5223, lr=0.000030, tokens/sec=1398367.16, grad_norm=1.5183, duration=0.37s
Step 61: loss=8.5238, lr=0.000030, tokens/sec=1395869.35, grad_norm=1.5031, duration=0.38s
Step 62: loss=8.4505, lr=0.000030, tokens/sec=1393265.67, grad_norm=1.5329, duration=0.38s
Step 63: loss=8.4272, lr=0.000030, tokens/sec=1395892.38, grad_norm=1.5047, duration=0.38s
Step 64: loss=8.4018, lr=0.000031, tokens/sec=1396449.07, grad_norm=1.4838, duration=0.38s
Step 65: loss=8.4020, lr=0.000031, tokens/sec=1400310.15, grad_norm=1.4733, duration=0.37s
Step 66: loss=8.3597, lr=0.000031, tokens/sec=1395717.85, grad_norm=1.4456, duration=0.38s
Step 67: loss=8.3605, lr=0.000031, tokens/sec=1397238.75, grad_norm=1.3903, duration=0.38s
Step 68: loss=8.3395, lr=0.000031, tokens/sec=1395219.29, grad_norm=1.3695, duration=0.38s
Step 69: loss=8.2719, lr=0.000032, tokens/sec=1397230.76, grad_norm=1.4107, duration=0.38s
Step 70: loss=8.2391, lr=0.000032, tokens/sec=1401331.00, grad_norm=1.3738, duration=0.37s
Step 71: loss=8.2592, lr=0.000032, tokens/sec=1390556.49, grad_norm=1.3051, duration=0.38s
Step 72: loss=8.2006, lr=0.000032, tokens/sec=1393851.18, grad_norm=1.3177, duration=0.38s
Step 73: loss=8.1803, lr=0.000033, tokens/sec=1396268.18, grad_norm=1.3303, duration=0.38s
Step 74: loss=8.1421, lr=0.000033, tokens/sec=1392221.28, grad_norm=1.3077, duration=0.38s
Step 75: loss=8.1557, lr=0.000033, tokens/sec=1391206.61, grad_norm=1.2984, duration=0.38s
Step 76: loss=8.1040, lr=0.000033, tokens/sec=1393926.28, grad_norm=1.3074, duration=0.38s
Step 77: loss=8.1189, lr=0.000033, tokens/sec=1394027.02, grad_norm=1.2685, duration=0.38s
Step 78: loss=8.0845, lr=0.000034, tokens/sec=1394447.79, grad_norm=1.2655, duration=0.38s
Step 79: loss=8.0518, lr=0.000034, tokens/sec=1393638.29, grad_norm=1.2711, duration=0.38s
Step 80: loss=8.0232, lr=0.000034, tokens/sec=1395700.13, grad_norm=1.2618, duration=0.38s
Step 81: loss=8.0302, lr=0.000034, tokens/sec=1395846.31, grad_norm=1.2122, duration=0.38s
Step 82: loss=7.9857, lr=0.000035, tokens/sec=1393415.76, grad_norm=1.2167, duration=0.38s
Step 83: loss=7.9436, lr=0.000035, tokens/sec=1395082.09, grad_norm=1.2181, duration=0.38s
Step 84: loss=7.9423, lr=0.000035, tokens/sec=1393625.93, grad_norm=1.1742, duration=0.38s
Step 85: loss=7.9071, lr=0.000036, tokens/sec=1387858.70, grad_norm=1.1694, duration=0.38s
Step 86: loss=7.9011, lr=0.000036, tokens/sec=1390546.82, grad_norm=1.1275, duration=0.38s
Step 87: loss=7.8952, lr=0.000036, tokens/sec=1394515.89, grad_norm=1.1174, duration=0.38s
Step 88: loss=7.8816, lr=0.000036, tokens/sec=1392753.86, grad_norm=1.1003, duration=0.38s
Step 89: loss=7.9069, lr=0.000037, tokens/sec=1391321.92, grad_norm=1.0691, duration=0.38s
Step 90: loss=7.8319, lr=0.000037, tokens/sec=1390141.58, grad_norm=1.0709, duration=0.38s
Step 91: loss=7.8208, lr=0.000037, tokens/sec=1393399.86, grad_norm=1.0359, duration=0.38s
Step 92: loss=7.8298, lr=0.000037, tokens/sec=1391751.64, grad_norm=1.0193, duration=0.38s
Step 93: loss=7.8690, lr=0.000038, tokens/sec=1397479.39, grad_norm=0.9713, duration=0.38s
Step 94: loss=7.8650, lr=0.000038, tokens/sec=1393196.82, grad_norm=0.9689, duration=0.38s
Step 95: loss=7.8564, lr=0.000038, tokens/sec=1392248.60, grad_norm=0.9423, duration=0.38s
Step 96: loss=7.8178, lr=0.000039, tokens/sec=1390575.84, grad_norm=0.9379, duration=0.38s
Step 97: loss=7.7682, lr=0.000039, tokens/sec=1394001.39, grad_norm=0.9470, duration=0.38s
Step 98: loss=7.7818, lr=0.000039, tokens/sec=1392089.08, grad_norm=0.9268, duration=0.38s
Step 99: loss=7.7369, lr=0.000040, tokens/sec=1388736.05, grad_norm=0.9009, duration=0.38s
Step 100/19073 (0.5%), Elapsed time: 98.24s, Steps per hour: 3664.32, Estimated hours remaining: 5.18
Step 100: loss=7.7795, lr=0.000040, tokens/sec=1392738.87, grad_norm=0.8222, duration=0.38s
Step 101: loss=7.7193, lr=0.000040, tokens/sec=1391203.09, grad_norm=0.8404, duration=0.38s
Step 102: loss=7.7017, lr=0.000040, tokens/sec=1389459.09, grad_norm=0.8158, duration=0.38s
Step 103: loss=7.6090, lr=0.000041, tokens/sec=1392551.89, grad_norm=0.8399, duration=0.38s
Step 104: loss=7.6791, lr=0.000041, tokens/sec=1391035.89, grad_norm=0.7967, duration=0.38s
Step 105: loss=7.6880, lr=0.000041, tokens/sec=1389484.55, grad_norm=0.7671, duration=0.38s
Step 106: loss=7.6323, lr=0.000042, tokens/sec=1390398.23, grad_norm=0.8049, duration=0.38s
Step 107: loss=7.5943, lr=0.000042, tokens/sec=1388881.65, grad_norm=0.7717, duration=0.38s
Step 108: loss=7.6322, lr=0.000042, tokens/sec=1389884.14, grad_norm=0.6935, duration=0.38s
Step 109: loss=7.6510, lr=0.000043, tokens/sec=1388807.09, grad_norm=0.6509, duration=0.38s
Step 110: loss=7.5785, lr=0.000043, tokens/sec=1388217.92, grad_norm=0.6690, duration=0.38s
Step 111: loss=7.5633, lr=0.000043, tokens/sec=1389602.20, grad_norm=0.6752, duration=0.38s
Step 112: loss=7.5294, lr=0.000044, tokens/sec=1388511.57, grad_norm=0.6843, duration=0.38s
Step 113: loss=7.5788, lr=0.000044, tokens/sec=1387414.76, grad_norm=0.6556, duration=0.38s
Step 114: loss=7.5682, lr=0.000044, tokens/sec=1389957.05, grad_norm=0.6182, duration=0.38s
Step 115: loss=7.5351, lr=0.000045, tokens/sec=1384935.82, grad_norm=0.6120, duration=0.38s
Step 116: loss=7.4632, lr=0.000045, tokens/sec=1385040.50, grad_norm=0.6230, duration=0.38s
Step 117: loss=7.3831, lr=0.000046, tokens/sec=1386099.48, grad_norm=0.6487, duration=0.38s
Step 118: loss=7.4132, lr=0.000046, tokens/sec=1388836.03, grad_norm=0.6300, duration=0.38s
Step 119: loss=7.4519, lr=0.000046, tokens/sec=1382206.78, grad_norm=0.5471, duration=0.38s
Step 120: loss=7.4094, lr=0.000047, tokens/sec=1387582.85, grad_norm=0.5508, duration=0.38s
Step 121: loss=7.3978, lr=0.000047, tokens/sec=1387073.45, grad_norm=0.5329, duration=0.38s
Step 122: loss=7.3802, lr=0.000047, tokens/sec=1383586.06, grad_norm=0.5627, duration=0.38s
Step 123: loss=7.3629, lr=0.000048, tokens/sec=1386995.59, grad_norm=0.5329, duration=0.38s
Step 124: loss=7.3826, lr=0.000048, tokens/sec=1385611.25, grad_norm=0.4822, duration=0.38s
Step 125: loss=7.3663, lr=0.000049, tokens/sec=1385474.19, grad_norm=0.4650, duration=0.38s
Step 126: loss=7.3623, lr=0.000049, tokens/sec=1386635.26, grad_norm=0.4782, duration=0.38s
Step 127: loss=7.3147, lr=0.000049, tokens/sec=1385475.07, grad_norm=0.4861, duration=0.38s
Step 128: loss=7.2864, lr=0.000050, tokens/sec=1386534.71, grad_norm=0.4728, duration=0.38s
Step 129: loss=7.2655, lr=0.000050, tokens/sec=1385029.16, grad_norm=0.4665, duration=0.38s
Step 130: loss=7.3192, lr=0.000050, tokens/sec=1386179.86, grad_norm=0.4212, duration=0.38s
Step 131: loss=7.2768, lr=0.000051, tokens/sec=1384495.49, grad_norm=0.4029, duration=0.38s
Step 132: loss=7.2775, lr=0.000051, tokens/sec=1384922.74, grad_norm=0.4340, duration=0.38s
Step 133: loss=7.1884, lr=0.000052, tokens/sec=1378523.38, grad_norm=0.4385, duration=0.38s
Step 134: loss=7.1856, lr=0.000052, tokens/sec=1378564.86, grad_norm=0.4673, duration=0.38s
Step 135: loss=7.2597, lr=0.000052, tokens/sec=1383229.23, grad_norm=0.3802, duration=0.38s
Step 136: loss=7.2347, lr=0.000053, tokens/sec=1384746.57, grad_norm=0.3946, duration=0.38s
Step 137: loss=7.2508, lr=0.000053, tokens/sec=1378846.66, grad_norm=0.3250, duration=0.38s
Step 138: loss=7.1867, lr=0.000054, tokens/sec=1381996.56, grad_norm=0.3768, duration=0.38s
Step 139: loss=7.2549, lr=0.000054, tokens/sec=1383233.58, grad_norm=0.4050, duration=0.38s
Step 140: loss=7.3457, lr=0.000055, tokens/sec=1385929.13, grad_norm=0.3154, duration=0.38s
Step 141: loss=7.2359, lr=0.000055, tokens/sec=1382382.30, grad_norm=0.3288, duration=0.38s
Step 142: loss=7.3019, lr=0.000055, tokens/sec=1386456.03, grad_norm=0.3483, duration=0.38s
Step 143: loss=7.2355, lr=0.000056, tokens/sec=1380604.85, grad_norm=0.3131, duration=0.38s
Step 144: loss=7.2395, lr=0.000056, tokens/sec=1383665.28, grad_norm=0.3242, duration=0.38s
Step 145: loss=7.2397, lr=0.000057, tokens/sec=1384474.57, grad_norm=0.2883, duration=0.38s
Step 146: loss=7.2365, lr=0.000057, tokens/sec=1380346.59, grad_norm=0.3390, duration=0.38s
Step 147: loss=7.2291, lr=0.000058, tokens/sec=1385324.94, grad_norm=0.2834, duration=0.38s
Step 148: loss=7.2222, lr=0.000058, tokens/sec=1377118.81, grad_norm=0.2929, duration=0.38s
Step 149: loss=7.2252, lr=0.000059, tokens/sec=1385105.93, grad_norm=0.2701, duration=0.38s
Step 150: loss=7.2119, lr=0.000059, tokens/sec=1375837.60, grad_norm=0.2559, duration=0.38s
Step 151: loss=7.1337, lr=0.000059, tokens/sec=1380447.11, grad_norm=0.3027, duration=0.38s
Step 152: loss=7.1500, lr=0.000060, tokens/sec=1383856.85, grad_norm=0.3002, duration=0.38s
Step 153: loss=7.2254, lr=0.000060, tokens/sec=1385523.08, grad_norm=0.3175, duration=0.38s
Step 154: loss=7.1247, lr=0.000061, tokens/sec=1380877.93, grad_norm=0.2905, duration=0.38s
Step 155: loss=7.0844, lr=0.000061, tokens/sec=1381927.08, grad_norm=0.3451, duration=0.38s
Step 156: loss=7.1627, lr=0.000062, tokens/sec=1381381.92, grad_norm=0.2865, duration=0.38s
Step 157: loss=7.1947, lr=0.000062, tokens/sec=1384734.37, grad_norm=0.3382, duration=0.38s
Step 158: loss=7.1676, lr=0.000063, tokens/sec=1383365.85, grad_norm=0.3275, duration=0.38s
Step 159: loss=7.1015, lr=0.000063, tokens/sec=1384039.75, grad_norm=0.2974, duration=0.38s
Step 160: loss=7.0512, lr=0.000064, tokens/sec=1385605.14, grad_norm=0.3170, duration=0.38s
Step 161: loss=7.1213, lr=0.000064, tokens/sec=1382508.31, grad_norm=0.3080, duration=0.38s
Step 162: loss=7.0204, lr=0.000065, tokens/sec=1378539.80, grad_norm=0.3075, duration=0.38s
Step 163: loss=6.9777, lr=0.000065, tokens/sec=1381128.58, grad_norm=0.2492, duration=0.38s
Step 164: loss=7.0234, lr=0.000066, tokens/sec=1381217.93, grad_norm=0.2703, duration=0.38s
Step 165: loss=7.0425, lr=0.000066, tokens/sec=1382341.45, grad_norm=0.3108, duration=0.38s
Step 166: loss=6.8907, lr=0.000067, tokens/sec=1382511.79, grad_norm=0.3809, duration=0.38s
Step 167: loss=6.9759, lr=0.000067, tokens/sec=1383972.68, grad_norm=0.3263, duration=0.38s
Step 168: loss=6.9442, lr=0.000068, tokens/sec=1384230.55, grad_norm=0.2742, duration=0.38s
Step 169: loss=6.9932, lr=0.000068, tokens/sec=1382685.65, grad_norm=0.4352, duration=0.38s
Step 170: loss=6.9552, lr=0.000069, tokens/sec=1382126.85, grad_norm=0.2636, duration=0.38s
Step 171: loss=6.9764, lr=0.000069, tokens/sec=1381381.05, grad_norm=0.3285, duration=0.38s
Step 172: loss=6.9717, lr=0.000070, tokens/sec=1384087.66, grad_norm=0.2692, duration=0.38s
Step 173: loss=6.9065, lr=0.000070, tokens/sec=1384113.80, grad_norm=0.2618, duration=0.38s
Step 174: loss=6.8845, lr=0.000071, tokens/sec=1384237.52, grad_norm=0.2272, duration=0.38s
Step 175: loss=6.9530, lr=0.000071, tokens/sec=1384165.20, grad_norm=0.2774, duration=0.38s
Step 176: loss=6.8892, lr=0.000072, tokens/sec=1383084.82, grad_norm=0.2536, duration=0.38s
Step 177: loss=6.9130, lr=0.000072, tokens/sec=1374053.75, grad_norm=0.2629, duration=0.38s
Step 178: loss=6.8541, lr=0.000073, tokens/sec=1376195.79, grad_norm=0.2604, duration=0.38s
Step 179: loss=6.8311, lr=0.000073, tokens/sec=1377839.30, grad_norm=0.3097, duration=0.38s
Step 180: loss=6.8207, lr=0.000074, tokens/sec=1375861.71, grad_norm=0.2115, duration=0.38s
Step 181: loss=6.8541, lr=0.000074, tokens/sec=1379842.50, grad_norm=0.2620, duration=0.38s
Step 182: loss=6.8403, lr=0.000075, tokens/sec=1375587.16, grad_norm=0.2408, duration=0.38s
Step 183: loss=6.8312, lr=0.000075, tokens/sec=1376037.34, grad_norm=0.2167, duration=0.38s
Step 184: loss=6.8426, lr=0.000076, tokens/sec=1381269.12, grad_norm=0.2752, duration=0.38s
Step 185: loss=6.8903, lr=0.000077, tokens/sec=1387399.88, grad_norm=0.2862, duration=0.38s
Step 186: loss=6.9041, lr=0.000077, tokens/sec=1381269.99, grad_norm=0.2360, duration=0.38s
Step 187: loss=6.9668, lr=0.000078, tokens/sec=1384432.73, grad_norm=0.2886, duration=0.38s
Step 188: loss=6.9212, lr=0.000078, tokens/sec=1381196.24, grad_norm=0.2550, duration=0.38s
Step 189: loss=6.8687, lr=0.000079, tokens/sec=1384827.67, grad_norm=0.2984, duration=0.38s
Step 190: loss=6.9253, lr=0.000079, tokens/sec=1380310.20, grad_norm=0.2962, duration=0.38s
Step 191: loss=6.9347, lr=0.000080, tokens/sec=1381269.12, grad_norm=0.3481, duration=0.38s
Step 192: loss=6.8797, lr=0.000080, tokens/sec=1381356.75, grad_norm=0.2441, duration=0.38s
Step 193: loss=6.8422, lr=0.000081, tokens/sec=1377917.00, grad_norm=0.3245, duration=0.38s
Step 194: loss=6.9004, lr=0.000082, tokens/sec=1382198.96, grad_norm=0.2277, duration=0.38s
Step 195: loss=6.8655, lr=0.000082, tokens/sec=1379809.60, grad_norm=0.3961, duration=0.38s
Step 196: loss=6.9095, lr=0.000083, tokens/sec=1379723.03, grad_norm=0.4041, duration=0.38s
Step 197: loss=6.8810, lr=0.000083, tokens/sec=1377343.07, grad_norm=0.2691, duration=0.38s
Step 198: loss=6.8604, lr=0.000084, tokens/sec=1383184.86, grad_norm=0.4514, duration=0.38s
Step 199: loss=6.7984, lr=0.000084, tokens/sec=1382783.90, grad_norm=0.3169, duration=0.38s
Step 200/19073 (1.0%), Elapsed time: 136.21s, Steps per hour: 5285.87, Estimated hours remaining: 3.57
Step 200: loss=6.8219, lr=0.000085, tokens/sec=1384879.13, grad_norm=0.3597, duration=0.38s
Step 201: loss=6.8220, lr=0.000086, tokens/sec=1383223.14, grad_norm=0.2537, duration=0.38s
Step 202: loss=6.8444, lr=0.000086, tokens/sec=1382480.50, grad_norm=0.4054, duration=0.38s
Step 203: loss=6.7376, lr=0.000087, tokens/sec=1384253.20, grad_norm=0.2995, duration=0.38s
Step 204: loss=6.7304, lr=0.000087, tokens/sec=1386364.26, grad_norm=0.3212, duration=0.38s
Step 205: loss=6.7746, lr=0.000088, tokens/sec=1380355.26, grad_norm=0.4156, duration=0.38s
Step 206: loss=6.7828, lr=0.000089, tokens/sec=1376148.42, grad_norm=0.2454, duration=0.38s
Step 207: loss=6.9406, lr=0.000089, tokens/sec=1379536.07, grad_norm=0.3839, duration=0.38s
Step 208: loss=6.7876, lr=0.000090, tokens/sec=1378710.07, grad_norm=0.3166, duration=0.38s
Step 209: loss=6.9667, lr=0.000090, tokens/sec=1381801.17, grad_norm=0.6411, duration=0.38s
Step 210: loss=6.7712, lr=0.000091, tokens/sec=1383118.74, grad_norm=0.3642, duration=0.38s
Step 211: loss=6.7241, lr=0.000092, tokens/sec=1375368.63, grad_norm=0.3627, duration=0.38s
Step 212: loss=6.7120, lr=0.000092, tokens/sec=1380825.04, grad_norm=0.2918, duration=0.38s
Step 213: loss=6.7396, lr=0.000093, tokens/sec=1378770.58, grad_norm=0.4249, duration=0.38s
Step 214: loss=6.6368, lr=0.000093, tokens/sec=1383297.10, grad_norm=0.2989, duration=0.38s
Step 215: loss=6.5950, lr=0.000094, tokens/sec=1380156.87, grad_norm=0.3696, duration=0.38s
Step 216: loss=6.6438, lr=0.000095, tokens/sec=1379212.47, grad_norm=0.3232, duration=0.38s
Step 217: loss=6.5769, lr=0.000095, tokens/sec=1379619.15, grad_norm=0.3904, duration=0.38s
Step 218: loss=6.5902, lr=0.000096, tokens/sec=1382658.70, grad_norm=0.2935, duration=0.38s
Step 219: loss=6.5605, lr=0.000097, tokens/sec=1381519.90, grad_norm=0.3299, duration=0.38s
